"","pseudo_ests"
"1",0.00978811064361433
"2",0.0029326150894649
"3",0.0298520024191134
"4",-0.00168422134039019
"5",0.0114462244279586
"6",-0.00748772635938363
"7",-0.00466360388470088
"8",-0.000800388691944219
"9",0.0308447730981137
"10",-0.00338615670480724
"11",0.00249264445885249
"12",-0.0111531467823528
"13",-0.000292206099611231
"14",0.0372443105572862
"15",-0.00184331243014295
"16",-0.023036613170898
"17",0.0160882853413214
"18",-0.0159034758852883
"19",-0.0120774589686942
"20",-0.0159629685255255
"21",0.00769582424202084
"22",-0.0101187678517555
"23",0.00694840079005308
"24",0.0257141824276686
"25",0.0142008803522827
"26",-0.000807846996546235
"27",-0.0171797451965693
"28",-0.0154826523683862
"29",0.0486362834161169
"30",0.0220258322195908
"31",0.0343890526729506
"32",0.0347613507024995
"33",0.0143196453837395
"34",0.0261975604408493
"35",-0.0192445484460204
"36",-0.0402610444422965
"37",-0.0110619789811751
"38",0.0112105990796097
"39",-0.00292266598046433
"40",0.023246583810057
"41",-0.0283989863781887
"42",0.0114783171231748
"43",-0.00213708446682551
"44",0.00393255555992307
"45",0.0159722884996034
"46",-5.84507403961421e-05
"47",0.0138223934173226
"48",0.00843140948809796
"49",0.019588227302462
"50",0.00271758345098313
"51",0.0209408192006523
"52",0.0363959411475239
"53",0.0145779890305531
"54",0.00153198902028516
"55",-0.0326956288500597
"56",0.0200439915736877
"57",0.0116403979457855
"58",0.000783641041912561
"59",0.0151304575274686
"60",0.0309476223801533
"61",-0.00818242407408482
"62",-0.0156486056471845
"63",0.00502482378368339
"64",0.0178303324527889
"65",0.0178978247947765
"66",0.0331120615194376
"67",0.0194475201192019
"68",-0.00581751074153362
"69",0.00628577697075137
"70",0.00907106938184236
"71",0.00746077292082734
"72",0.0282120490373373
"73",0.0231620918362808
"74",-0.00256991675315218
"75",0.030837100023948
"76",0.022284826450067
"77",-0.00366576656601693
"78",-0.013460738645461
"79",0.00750423123595998
"80",-0.0204511735207795
"81",0.00253360225458171
"82",0.0151274078524085
"83",0.0458372572852477
"84",-0.0207989541948298
"85",0.0235298198362156
"86",-0.00498835925368347
"87",0.0261917847581598
"88",0.0348370902900384
"89",0.00956316297394516
"90",0.0270876718484153
"91",0.0401982349710929
"92",0.00607263448154344
"93",0.00388246642944555
"94",-0.00914537879724061
"95",0.00543235321562556
"96",0.0184867363989753
"97",-0.000860837364243808
"98",-0.0038994198464993
"99",0.0121214760854932
"100",0.0148364723592979
"101",-0.00932055821439795
"102",0.0519924224392917
"103",0.0132438985849304
"104",0.0403217255369879
"105",-0.0113993466458582
"106",0.0224931693026303
"107",-0.00157168888124227
"108",0.0214629990193476
"109",0.000908486622203654
"110",0.0155488673940769
"111",-0.022898538847261
"112",-0.0093765806434295
"113",0.0206337229959651
"114",0.0130359665830342
"115",-0.00854299815258424
"116",-0.00637112717174645
"117",-0.00775501216578378
"118",0.000353784317622781
"119",0.0296722710216927
"120",0.00928581149454308
"121",0.0120591704274993
"122",0.00375288175853613
"123",-0.0229010870132402
"124",0.0226884110701688
"125",0.00845289205729415
"126",0.00887614253670156
"127",0.0145311817765338
"128",0.0125597957185293
"129",0.0126592107135533
"130",0.0125562649839487
"131",0.00325066278669901
"132",0.0185113009908799
"133",0.0183687141863029
"134",0.0266850827532452
"135",0.00367053195318188
"136",-0.0222695778228549
"137",0.0294877207269994
"138",0.0326000930594688
"139",0.0278071616398865
"140",-0.0102978454515709
"141",0.0153939978039307
"142",-0.0193009582014806
"143",0.0283163883458139
"144",-0.0227440557830352
"145",-0.00987915223097046
"146",0.0119491808890864
"147",0.0294973691403947
"148",0.00448886388431638
"149",0.010628942167636
"150",0.0363541146714329
"151",-0.00949554852316432
"152",0.0263613638200072
"153",0.00682332395319534
"154",-0.00165326356934308
"155",-0.00550116205771305
"156",0.0199047843284178
"157",0.00830273649739917
"158",0.0102426810025746
"159",0.00777509101656724
"160",-0.0111008936355128
"161",-0.0132882040016369
"162",0.039301923640552
