"","pseudo_ests"
"1",0.00838882248582922
"2",-0.0257798976544054
"3",0.0210762238994469
"4",0.0217664884416202
"5",0.000635332015112926
"6",0.00265818871714284
"7",0.00661689125824167
"8",0.00566187539524749
"9",-0.0059505366153154
"10",-0.0290839728296649
"11",-0.000609072134416474
"12",-0.0128713303389417
"13",-0.00430652906263865
"14",0.020469693513768
"15",0.0144999054802273
"16",-0.01921917475559
"17",0.0153833681964612
"18",0.0126638045885498
"19",-0.00500155500452398
"20",0.0102898927961267
"21",-0.00580559762560639
"22",-0.00698988689286728
"23",0.00413853113296489
"24",0.0046387250892568
"25",-0.0232783634752201
"26",-0.00963516873227404
"27",-0.0190210524935923
"28",0.0418220082263105
"29",-0.00869319812269648
"30",-0.00436550722362073
"31",-0.0145007955066933
"32",0.0139578334266339
"33",-0.0301257313716907
"34",0.0116190991302013
"35",-0.00978376954904025
"36",0.0244328211797794
"37",0.00787687105442845
"38",0.016667805064741
"39",-0.0271506849536357
"40",-0.00434428011230868
"41",0.00424533697172932
"42",-0.0193853931252217
"43",-0.00480539727554052
"44",0.00682097630682155
"45",0.00997040496004835
"46",0.0178314062347194
"47",-0.00361054618062479
"48",0.0409601551967807
"49",-0.0127150450908361
"50",0.0285179241790415
"51",-0.00209170165944071
"52",-0.012760163133394
"53",-0.0146839777306966
"54",-0.000952130992922743
"55",-0.00226615333143681
"56",-0.00119277455098292
"57",-0.02205844388219
"58",-0.00145348630451013
"59",0.0117125847601303
"60",0.00556718694164243
"61",-0.0263701808827104
"62",-0.0200889305072618
"63",0.00509964557108967
"64",-0.00559896369260664
"65",-0.0235377965367299
"66",0.0195108134021711
"67",0.00283453200998629
"68",0.0302357559978946
"69",-0.035747116795108
"70",0.00175355215755907
"71",-0.00286585301777124
"72",0.00350916376630759
"73",0.00197832376580112
"74",0.0269344621630181
"75",0.0266475865317608
"76",-0.0145995468205707
"77",-0.0038856637713472
"78",-0.023603642853933
"79",0.0318630093180508
"80",-0.0120664152172619
"81",-0.0236297261086501
"82",-0.00654443932006976
"83",-0.00113199305669794
"84",-0.0124424300190575
"85",0.0128866332720422
"86",0.0155666114571858
"87",0.00588536474431542
"88",0.0187162995218092
"89",-0.0208402264037951
"90",-0.00189509355245616
"91",0.00835781568236271
"92",0.0221396846628834
"93",-0.00312793885967929
"94",0.00469890714484076
"95",-0.000917108233465095
"96",0.0137377829827127
"97",0.0515476738225559
"98",-0.0125016685881499
"99",0.0354613443445188
"100",0.0247904142755819
"101",-0.00911087004454774
"102",0.00110642301204222
"103",0.0129883630912602
"104",0.0043597776991762
"105",0.0364409094664385
"106",-0.0108797045365802
"107",0.00858627502826041
"108",-0.00893786978163996
"109",-0.00241806763746536
"110",-0.00583478432055633
"111",-0.0118836202815984
"112",0.00964599052467211
"113",-0.0281273075879986
"114",0.018509336892604
"115",-0.00109909835810308
"116",-0.0055353772315592
"117",0.00371491849404627
"118",-0.00127468521177015
"119",-0.00485126011068854
"120",0.00367965363170402
"121",-0.0131306896163717
"122",-0.00371749373315642
"123",0.00310372610169768
"124",0.0149130062593394
"125",-0.0192033360289173
"126",-0.00797605967979561
"127",0.0264652744479394
"128",-0.022678190664409
"129",-0.003605275442191
"130",-0.00415787057649802
"131",0.00869558425334028
"132",-0.0145698683962252
"133",0.0157288840171352
"134",0.0116525128418632
"135",0.00364637399016946
"136",0.0121735050313076
"137",0.0114870395179287
"138",0.0197622116171228
"139",-0.0106905414629347
"140",0.00954515496741103
"141",0.0029236786383028
"142",-0.0210707162769887
"143",-0.0332831262256292
"144",0.0218497244074322
"145",0.0104592271750733
"146",-0.00912125149393887
"147",-0.00103446293900201
"148",0.016272162379499
"149",-0.00761459538434502
"150",0.0152301468566161
"151",-0.00411057811524854
"152",-0.0171786628848686
"153",0.0241527522629539
"154",-0.00046704726822747
"155",-0.000379902311441478
"156",0.0286903920757565
"157",-0.014373597287408
"158",0.012165257695399
"159",-0.00832743815047433
"160",-0.0105103513046211
"161",0.000693319096717728
"162",-0.0110407078638335
"163",0.00412201633622906
"164",-0.000609286313203055
"165",0.00686743638421302
"166",0.0452201273645576
"167",0.030429031983787
"168",-0.0036202313956694
"169",0.0160800844018928
"170",-0.00173822673365932
"171",0.0298103456056785
"172",0.0134078536702942
"173",-0.0342909596178256
"174",-0.000362358463444321
"175",0.0209384605670691
"176",-0.000802071307882698
"177",-0.0164669992580207
"178",0.0131239138060118
"179",0.0210872394053008
"180",-0.00530666546579317
"181",-0.00249115474063217
"182",0.0147171004676204
"183",0.0172104417466809
"184",-0.00833485444327129
"185",0.0160868224914874
"186",0.0281422060936483
"187",0.00364393327895206
"188",0.0130639476251253
"189",0.0178725783533643
"190",0.00604115959708062
"191",0.00918759364811964
"192",0.0244275045925959
"193",0.0242426433360882
"194",-0.00212161019380309
"195",0.0181036539905518
"196",-0.00904173389864761
"197",0.00368885528013753
"198",-0.035522225125038
"199",0.0163775085837604
"200",-0.0127210092386086
"201",0.00870028086558975
"202",-0.00999760503378153
"203",0.0245152214516144
"204",0.0280479855854731
"205",0.00470686505390465
"206",0.0056451779699297
"207",0.00225792185755303
"208",-0.00429047078370217
"209",0.02001621773463
"210",0.00916054437436345
"211",0.00629322664257536
"212",-0.0116398492538971
"213",0.00717029132750229
"214",-0.0267014331263207
"215",0.0232419073330253
"216",-0.00430980326555505
"217",0.0107931011186864
"218",-0.00594667650376805
"219",0.00158745976391458
"220",0.0344160165290409
"221",0.000383570010216758
"222",0.00776000041318968
"223",-0.00673190912652062
"224",0.0114391879863339
"225",0.0129616478154306
"226",0.00838264319907955
"227",0.0267255375483837
"228",-0.0133817876326701
"229",0.00995449953990977
"230",-0.0472207943163623
"231",-0.0343176475324593
"232",0.031416339249795
"233",-0.00544990194315406
"234",-0.0197864574817806
"235",0.0221154324958794
"236",-0.0157769125683256
"237",0.0329833504445564
"238",0.030844284645479
"239",0.00172572371991806
"240",0.0198188022613844
"241",0.00691098986433647
"242",-0.0259575362388801
"243",-0.00522421486645613
"244",-0.00682877063068665
"245",0.0220965874068059
"246",0.010721732402517
"247",0.010356746449289
"248",0.000310610987506238
"249",0.0180838744220705
"250",0.0117595238959298
"251",-0.0304445512885184
"252",0.0298604389515767
"253",0.0103592264457095
"254",0.0175887803481435
"255",-0.0341906664376749
"256",-0.00409170347041043
"257",-0.00671225794901831
"258",-0.011183038600323
"259",-0.0099261186833677
"260",-0.0360153277392365
"261",0.0190103791948031
"262",-0.00973178022277435
"263",0.0399341638992611
"264",-0.00914669949402075
"265",0.0146514844379437
"266",0.00636807995919085
"267",0.0528635598831487
"268",0.0303079961862298
"269",0.0111037566399671
"270",0.0150071302772148
"271",0.0259510573378112
"272",0.00143105755169577
"273",-0.0289530612069746
"274",-0.000793435061281629
"275",0.00498591387861498
"276",-0.0234217362147771
"277",-0.0283602110783618
"278",0.0429910800971338
"279",-0.00173146313787294
"280",0.0180731751513802
"281",-0.0277421755031562
"282",-0.0185968228111409
"283",-0.0121758258295863
"284",-0.00494645770603553
"285",0.00135151162724248
"286",-0.0111478827877123
"287",0.000858599388271413
"288",0.0129264451644912
"289",-0.0141191198029853
"290",-0.00346164436034847
"291",0.0184469023359176
"292",0.0296837862116869
"293",0.0110356614627188
"294",0.0223114006262636
"295",0.00589075908430052
"296",0.00762567071065847
"297",0.0237870083776515
"298",0.00492161674617738
"299",0.0328305890521878
"300",-0.00273062675055294
"301",-0.0151044813560225
"302",0.00297540389077456
"303",0.0143133615754579
"304",-0.00089047193733318
"305",0.00529845374161655
"306",0.00323287863605825
"307",-0.00567959917034289
"308",0.00833494524382384
"309",0.0207681295306967
"310",-0.00348714191309998
"311",0.00146951551729311
"312",-0.016318964980316
"313",0.0109286922311
"314",-0.0029222923976616
"315",0.0117230686960517
"316",0.0130369444684739
"317",0.0259057601853977
"318",-0.0100126099978489
"319",-0.00965552205061924
"320",-0.0245684562990825
"321",0.0196882504707674
"322",-0.0100531762855079
"323",-0.0299239561996151
"324",-0.0117574694014676
"325",-0.00238859176181825
"326",0.0172313115589608
"327",-0.00496542176465669
"328",-0.0112998848849672
"329",-0.0224928583497952
"330",-0.0100638562958167
"331",0.00439563840271116
"332",0.0176939054576274
"333",-0.00114464187901602
"334",-0.00502217539214932
"335",0.0402801087196787
"336",-0.00324906408148436
"337",-0.0187211081544245
"338",-0.00830011542853515
"339",0.0295665227534029
"340",0.0339930488912009
"341",-0.000583830273687722
"342",0.022163846581959
"343",0.0196817821346354
"344",-0.0165175804490182
"345",0.0322437116706389
"346",0.00996003428740339
"347",0.0069991852962065
"348",0.00880102233844649
"349",-0.024959039701873
"350",-0.025907984019501
"351",0.0118137839161366
"352",-0.00958263700113846
"353",-0.0166822640086106
"354",0.00465608932184595
"355",-0.00665677893230777
"356",0.0134374149569074
"357",0.0178883619806161
"358",-0.00513704725625282
"359",0.00284713663864677
"360",0.0294719679060952
"361",-0.00753977600458929
"362",-0.0212267053719293
"363",0.0210765339392985
"364",0.036785397056773
"365",-0.00777297645418421
"366",0.0227455021398155
"367",-0.0125417851737729
"368",-0.0066955906935594
"369",0.00737743923470069
"370",-0.00221154886219249
"371",0.0177163482666262
"372",-0.000551339593861903
"373",0.0290696980785374
"374",-0.00237208281267786
"375",0.022313935290736
"376",0.0396466255644225
"377",0.000482659366678719
"378",-0.00802984521870617
"379",0.00971950318765793
"380",0.0176344829461047
"381",0.00426074091222668
"382",-0.00327179125983385
"383",-0.00808617450968654
"384",0.000327979572961364
"385",6.02009686947923e-05
"386",0.0314718056810577
"387",0.022975428857314
"388",-0.0120631342464734
"389",0.00520544701323238
"390",0.00828886747375818
"391",-0.028183906838976
"392",0.0280400198388769
"393",0.00412149195845259
"394",0.0195627241014735
"395",0.0257853330540061
"396",-0.00264056808556733
"397",0.037500609894264
"398",0.00814815995953906
"399",-0.0169253153957447
"400",-0.00939569910796098
"401",-0.00193789583091328
"402",0.0045023095255384
"403",-0.0249630905837343
"404",-0.0254747407423053
"405",-0.00227051561721765
"406",-0.0102710368693244
"407",-0.0173460727226867
"408",0.0040139035236484
"409",0.000190860159482527
"410",0.0208347214610025
"411",0.00863968687474918
