"","pseudo_sync_ests","pseudo_ec_ests","pseudo_int_ests"
"1",-0.00749302818496352,-0.000716983359100948,0.0110503596374573
"2",0.00157204818877848,-0.00783456177748469,0.00698721104058536
"3",-0.0132572010926297,0.00700441075813951,0.0127062959436834
"4",-0.00377640255157496,0.018424133968638,0.0179502526518769
"5",0.00903615364696105,0.00364032524110957,-0.00434033209031718
"6",0.00204535251929662,0.00976408359973591,-0.00666339306922258
"7",-0.0099107479266986,-0.0138385748209855,0.00949177544020138
"8",0.0104512914279825,0.0110446663718517,-0.0182412923644697
"9",0.000745922508764577,-0.0074528610017342,0.0039472753577082
"10",-0.00387424713454783,-0.0081664711256857,-0.00399244339185365
"11",-0.00228611291432993,0.00905973222327533,0.000183462377470607
"12",0.0028922536315802,-0.0135034848348643,0.00348002858855267
"13",0.00453681383264116,0.00139785429520413,-0.00236803959515915
"14",-0.00177718266123174,0.0115860069331339,0.00890333201114912
"15",-0.00608129904008978,-0.0140756980709291,0.0125554763634206
"16",-0.010242188489937,0.0108314550743284,0.0142599937401982
"17",0.00172510637699099,-0.00449035587175276,0.0148769416850709
"18",0.00516811925647598,-0.0243439651321114,-0.00712330991002193
"19",0.00163934517682407,0.000532661918017003,-0.0120589198881168
"20",-0.00540206266370566,0.000526123156847552,-0.00444766343091626
"21",0.000942183100464327,-0.00443739318948291,-0.00235941584928541
"22",0.00405279485917216,-0.0144896898844288,-0.00667645632056878
"23",0.00248859681022725,0.00481587862381411,-0.0137651635860763
"24",-0.00724584200648619,0.00482418163415364,0.00929240394049144
"25",0.00676764357753634,-0.0123720167959122,-0.00856608916762589
"26",-0.0101613797738646,-0.0215750746266329,0.0186302341423087
"27",-0.00275288060976605,0.00519459272422641,0.00713777177936674
"28",-0.00261918138317909,-0.002213099804745,-0.00302541686118564
"29",0.00469023915193624,-0.00659428692280285,0.010278002447209
"30",-0.00442205170291317,-0.00811789757147696,-0.00398258134347794
"31",-0.00328186595731512,-0.00849918468637796,0.0103105310900691
"32",-0.00567883111287032,0.00140212831386075,-0.00295354829243914
"33",0.00329239007997943,-0.000501904599342841,-0.0257056365739237
"34",0.00117038411963378,-0.00575661131100436,-0.00742963534800894
"35",0.0066907275941791,-0.00328507453804885,-0.0014906991732819
"36",0.00411442129578492,0.0158099501361233,-0.00585960721354245
"37",-0.00686557099315343,0.0143140943328344,0.0135502819215189
"38",0.00585132809106504,-0.00228768507070119,-0.00442620165125172
"39",0.0047915796541849,0.00947069958999181,0.00670703558558139
"40",-0.000451212009996787,-0.0129697574702136,0.00239859255029737
"41",0.00404562201777026,0.00424448974279806,-0.00423148015744308
"42",0.000458812629665993,0.00163737279586394,0.000941344767151049
"43",0.0129160122949418,-0.00080524287171721,-0.00772512729817631
"44",0.00265853504995817,-0.00649398143361499,0.0085542286145006
"45",0.00787844600496581,-0.0137835015970038,-0.00473477831299082
"46",0.012708685435577,-0.00756434884588563,-0.0124017563799078
"47",-0.00296577140877612,0.00903113486649302,0.00169119327349271
"48",0.00247170165037693,0.00351350703935141,0.00550077711801438
"49",-0.00578007304965453,0.00936889854489652,0.00277485248919175
"50",0.0121552037290983,-0.0016097057896785,-0.00380035978724234
"51",-0.00382125600777468,-0.00630942335695676,0.00152690102171444
"52",0.0102417610872955,-0.00578337794964734,-0.0170049103203075
"53",-0.000306785112950114,0.00698449319656018,-0.0193169364677718
"54",0.00113585761939658,0.0121096942484372,-9.51746044341791e-05
"55",0.00383925898322517,-0.00438121908396024,-0.0181403279315162
"56",0.00583956460105205,0.00442099572912454,-0.00885849367378484
"57",0.00558789123410449,0.00951636917795387,0.00193240072481855
"58",0.00532242666981157,-0.00276440168408439,-0.00837741671998412
"59",0.000833535924708298,0.0158641443519988,-0.00180877707036212
"60",1.57699311945302e-05,0.0106822935030502,-0.019601936257801
"61",-0.00844679938287177,-0.00520866868461095,0.0159510651468376
"62",0.00463049085366966,0.0110749570065442,-0.00555894525355236
"63",0.00252800477103219,0.0149427963382591,-0.00589318450719799
"64",0.00575174409021642,0.00968893865656304,-0.0120418277243824
"65",-0.00994054574195709,-0.0204518790622445,0.0201243921563027
"66",-0.00590183740507445,0.0241794545610999,-0.00836885030023513
"67",0.000762370401690829,-0.00587802491472088,-0.00080441612901731
"68",0.000805143445683802,0.014454013948854,-0.00414514901635073
"69",-0.00739709668505439,0.000966822912271652,0.00876354753240068
"70",0.0106574250080177,0.00117325505874058,-0.0153832878205134
"71",0.013173267846792,0.000824534563523988,0.00357720340644478
"72",0.00843201058632358,0.00466236778426747,-0.00580832223084029
"73",-0.00363578525752279,0.00013270070629258,0.00511814065660372
"74",-0.00711579382515693,0.00709233736684128,0.000978120010101567
"75",0.00478812462572929,-0.00672135083436809,0.00029331298011379
"76",-0.00813869119183052,-0.000821796063608014,0.0242516652577181
"77",-0.00201128007878771,-0.0171991550422203,0.00535773589235317
"78",-0.00765967887560676,0.00313476782104857,0.00585036948323265
"79",0.0101509171014774,-0.00651365366153386,-0.0184077046415948
"80",-0.00420967402812542,0.0119465509869357,0.00784083634888065
"81",0.00422597576840828,0.00691751842988065,-0.014001910111469
"82",0.00901602293029704,-0.015154596514053,-0.00518251933851648
"83",0.0070708786450495,-0.00815425556006201,-0.00269175295945396
"84",-0.0130307845403585,0.00821755554464407,0.00473224314520228
"85",-0.0113372014429942,0.00507088499481628,0.0187021542741979
"86",-0.000574503673070299,0.00504550236442072,-0.011094720587703
"87",0.0042422353983675,-0.00731039092019031,0.00524821785341053
"88",0.00024314684751788,-0.000445337935614472,0.0197714718274867
"89",-0.00101746804934376,0.00318429002868738,0.00646207228304088
"90",0.000256468636420508,0.0104244875150876,0.00464634260893122
"91",0.00611995698484062,0.00666998018954395,-0.00454282680898962
"92",0.0114779077186038,0.00635049189014141,-0.0164654701649284
"93",0.00483869698518924,0.00977984046097706,-0.0103219877792568
"94",-0.00562753086459515,0.0230373256716116,-0.00191746841693202
"95",-0.0114402447239485,0.00662524330663811,0.00427050211496905
"96",-0.00329898597302732,-0.00769235233996738,-0.00279817833932104
"97",-0.00864139803960176,0.00363276480829943,0.0229366463782187
"98",0.00382910544253481,0.0050349628074991,0.00445731656108635
"99",0.00565653025875963,0.00102331182512878,-0.0173902592377351
"100",-0.00266018671607592,-0.000216769966653682,-0.00660300519819962
"101",0.0172570517257592,0.00969475835376518,-0.0281329302555418
"102",0.00746694892897797,-0.00426057767212921,0.000811655079576901
"103",0.00795385496129155,0.0174028424013499,-0.0125596654007727
"104",-0.00250894258039313,-0.00734019709949836,-0.00878698963607784
"105",-0.00797279268093775,-9.87068358345125e-05,-0.0060691039755228
"106",0.00190107590716786,0.00966023287342191,0.00518360031873968
"107",-0.0086354066477475,0.00850881681701136,0.00917394370666565
"108",-0.00331334227638343,-0.00820385333757012,0.00385241895573996
"109",0.00809628368716055,0.011389432174119,-0.0108501643630597
"110",0.00107318907330906,0.00600602351691955,0.00369779340902221
"111",0.00323694461681492,0.0140837011315455,-0.00422397446387252
"112",0.00703109106549116,0.0122596914382912,-0.00243704627684564
"113",0.00159704763756136,-0.0106724448082992,0.0043482504168389
"114",0.00562178785438091,-0.0125425035796023,0.00625434267882431
"115",0.00382980189304913,0.00243730689679232,-0.0243009763851101
"116",0.00640455784194247,-0.00328084019616278,-0.0132941920754553
"117",-0.00787893662376678,0.00688065839934837,0.00747236723955395
"118",-0.00106050131417092,0.00653373874277568,-0.00509189763478812
"119",0.00108172649861693,-0.0106945137714399,-0.00347262159795784
"120",-0.00360586272094095,0.0165795335801919,0.00100072377998059
"121",-0.00647941746378157,-0.0107018127290289,0.00239585903022896
"122",-0.00205893083735266,0.00374260335833257,0.0132636541595317
"123",-0.00535910119963441,0.00133947976524663,0.0107399832025792
"124",0.00123032194580131,0.0196839532245133,0.00787007263576365
"125",0.000744327732177438,-0.00954327770043687,-0.00471499158762091
"126",-0.00784489250455523,0.0197777512785242,0.00536064007970963
"127",-0.00772865697293834,0.0117947854994778,0.012668538151276
"128",0.00155060806080574,0.00545158750372022,-0.00902435084522305
"129",0.0117047395151495,-0.00983088555374773,-0.00892586558546394
"130",-0.0112647802251658,-0.000997937347331466,0.0199331751583026
"131",0.01063152128595,0.0130335338400328,0.00646963662902965
"132",0.000225708993375515,-0.00537160282444049,0.0127147487850412
